name,type,mass,radius,x,y,z,vx,vy,vz,R,G,B
Collision3,planet,2,0.45,0,-25,0,0,5,0,0.1,0.2,1.0
Collision4,planet,2,0.45,0,25,0,0,-5,0,1.0,0.8,0.1
Collision5,planet,2,0.4,-25,-25,5,4,4,0,1.0,0.2,0.7
Collision6,planet,2,0.4,25,25,5,-4,-4,0,0.2,1.0,0.7
Obj1,planet,0.05,0.08,20,5,2,-1,8,0,0.5,0.4,0.3
Obj2,planet,0.05,0.07,22,7,3,-1.2,8.2,0,0.4,0.5,0.3
Obj3,planet,0.04,0.06,24,9,4,-1.4,8.4,0,0.6,0.4,0.3
Obj4,planet,0.04,0.07,26,11,5,-1.6,8.6,0,0.5,0.5,0.4
Obj5,planet,0.03,0.06,28,13,6,-1.8,8.8,0,0.4,0.3,0.5
Obj6,planet,0.03,0.07,30,15,7,-2,9,0,0.5,0.4,0.3
Obj7,planet,0.02,0.05,32,17,8,-2.2,9.2,0,0.3,0.5,0.4
Obj8,planet,0.02,0.06,34,19,9,-2.4,9.4,0,0.4,0.4,0.5
Obj9,planet,0.02,0.05,36,21,10,-2.6,9.6,0,0.5,0.3,0.4
Obj10,planet,0.02,0.06,38,23,11,-2.8,9.8,0,0.4,0.5,0.3
Obj11,planet,0.02,0.05,40,25,12,-3,10,0,0.3,0.4,0.5
Obj12,planet,0.02,0.06,42,27,13,-3.2,10.2,0,0.5,0.4,0.3
Obj13,planet,0.02,0.05,44,29,14,-3.4,10.4,0,0.4,0.3,0.5
Obj14,planet,0.02,0.06,46,31,15,-3.6,10.6,0,0.3,0.5,0.4
Obj15,planet,0.02,0.05,48,33,16,-3.8,10.8,0,0.5,0.4,0.5
Obj16,planet,0.02,0.06,50,35,17,-4,11,0,0.4,0.5,0.3
Obj17,planet,0.02,0.05,52,37,18,-4.2,11.2,0,0.3,0.4,0.5
Obj18,planet,0.02,0.06,54,39,19,-4.4,11.4,0,0.5,0.3,0.4
Obj19,planet,0.02,0.05,56,41,20,-4.6,11.6,0,0.4,0.5,0.4
Obj20,planet,0.02,0.06,58,43,21,-4.8,11.8,0,0.3,0.4,0.5
Obj21,planet,0.02,0.05,-20,5,-2,1,-8,0,0.5,0.4,0.3
Obj22,planet,0.02,0.06,-22,7,-3,1.2,-8.2,0,0.4,0.5,0.3
Obj23,planet,0.02,0.05,-24,9,-4,1.4,-8.4,0,0.6,0.4,0.3
Obj24,planet,0.02,0.06,-26,11,-5,1.6,-8.6,0,0.5,0.5,0.4
Obj25,planet,0.02,0.05,-28,13,-6,1.8,-8.8,0,0.4,0.3,0.5
Obj26,planet,0.02,0.06,-30,15,-7,2,-9,0,0.5,0.4,0.3
Obj27,planet,0.02,0.05,-32,17,-8,2.2,-9.2,0,0.3,0.5,0.4
Obj28,planet,0.02,0.06,-34,19,-9,2.4,-9.4,0,0.4,0.4,0.5
Obj29,planet,0.02,0.05,-36,21,-10,2.6,-9.6,0,0.5,0.3,0.4
Obj30,planet,0.02,0.06,-38,23,-11,2.8,-9.8,0,0.4,0.5,0.3
Obj31,planet,0.02,0.05,-40,25,-12,3,-10,0,0.3,0.4,0.5
Obj32,planet,0.02,0.06,-42,27,-13,3.2,-10.2,0,0.5,0.4,0.3
Obj33,planet,0.02,0.05,-44,29,-14,3.4,-10.4,0,0.4,0.3,0.5
Obj34,planet,0.02,0.06,-46,31,-15,3.6,-10.6,0,0.3,0.5,0.4
Obj35,planet,0.02,0.05,-48,33,-16,3.8,-10.8,0,0.5,0.4,0.5
Obj36,planet,0.02,0.06,-50,35,-17,4,-11,0,0.4,0.5,0.3
Obj37,planet,0.02,0.05,-52,37,-18,4.2,-11.2,0,0.3,0.4,0.5
Obj38,planet,0.02,0.06,-54,39,-19,4.4,-11.4,0,0.5,0.3,0.4
Obj39,planet,0.02,0.05,-56,41,-20,4.6,-11.6,0,0.4,0.5,0.4
Obj40,planet,0.02,0.06,-58,43,-21,4.8,-11.8,0,0.3,0.4,0.5
Obj41,planet,0.015,0.05,5,20,5,-7,1,0,0.4,0.5,0.3
Obj42,planet,0.015,0.05,7,22,6,-7.2,1.2,0,0.5,0.4,0.3
Obj43,planet,0.015,0.05,9,24,7,-7.4,1.4,0,0.3,0.5,0.4
Obj44,planet,0.015,0.05,11,26,8,-7.6,1.6,0,0.4,0.3,0.5
Obj45,planet,0.015,0.05,13,28,9,-7.8,1.8,0,0.5,0.4,0.3
Obj46,planet,0.015,0.05,15,30,10,-8,2,0,0.3,0.5,0.4
Obj47,planet,0.015,0.05,17,32,11,-8.2,2.2,0,0.4,0.4,0.5
Obj48,planet,0.015,0.05,19,34,12,-8.4,2.4,0,0.5,0.3,0.4
Obj49,planet,0.015,0.05,21,36,13,-8.6,2.6,0,0.4,0.5,0.3
Obj50,planet,0.015,0.05,23,38,14,-8.8,2.8,0,0.3,0.4,0.5
Obj51,planet,0.015,0.05,25,40,15,-9,3,0,0.5,0.4,0.3
Obj52,planet,0.015,0.05,27,42,16,-9.2,3.2,0,0.4,0.3,0.5
Obj53,planet,0.015,0.05,29,44,17,-9.4,3.4,0,0.3,0.5,0.4
Obj54,planet,0.015,0.05,31,46,18,-9.6,3.6,0,0.5,0.4,0.5
Obj55,planet,0.015,0.05,33,48,19,-9.8,3.8,0,0.4,0.5,0.3
Obj56,planet,0.015,0.05,35,50,20,-10,4,0,0.3,0.4,0.5
Obj57,planet,0.015,0.05,37,52,21,-10.2,4.2,0,0.5,0.3,0.4
Obj58,planet,0.015,0.05,39,54,22,-10.4,4.4,0,0.4,0.5,0.4
Obj59,planet,0.015,0.05,41,56,23,-10.6,4.6,0,0.3,0.4,0.5
Obj60,planet,0.015,0.05,43,58,24,-10.8,4.8,0,0.5,0.4,0.3
Obj61,planet,0.015,0.05,-5,-20,-5,7,-1,0,0.4,0.5,0.3
Obj62,planet,0.015,0.05,-7,-22,-6,7.2,-1.2,0,0.5,0.4,0.3
Obj63,planet,0.015,0.05,-9,-24,-7,7.4,-1.4,0,0.3,0.5,0.4
Obj64,planet,0.015,0.05,-11,-26,-8,7.6,-1.6,0,0.4,0.3,0.5
Obj65,planet,0.015,0.05,-13,-28,-9,7.8,-1.8,0,0.5,0.4,0.3
Obj66,planet,0.015,0.05,-15,-30,-10,8,-2,0,0.3,0.5,0.4
Obj67,planet,0.015,0.05,-17,-32,-11,8.2,-2.2,0,0.4,0.4,0.5
Obj68,planet,0.015,0.05,-19,-34,-12,8.4,-2.4,0,0.5,0.3,0.4
Obj69,planet,0.015,0.05,-21,-36,-13,8.6,-2.6,0,0.4,0.5,0.3
Obj70,planet,0.015,0.05,-23,-38,-14,8.8,-2.8,0,0.3,0.4,0.5
Obj71,planet,0.015,0.05,-25,-40,-15,9,-3,0,0.5,0.4,0.3
Obj72,planet,0.015,0.05,-27,-42,-16,9.2,-3.2,0,0.4,0.3,0.5
Obj73,planet,0.015,0.05,-29,-44,-17,9.4,-3.4,0,0.3,0.5,0.4
Obj74,planet,0.015,0.05,-31,-46,-18,9.6,-3.6,0,0.5,0.4,0.5
Obj75,planet,0.015,0.05,-33,-48,-19,9.8,-3.8,0,0.4,0.5,0.3
Obj76,planet,0.015,0.05,-35,-50,-20,10,-4,0,0.3,0.4,0.5
Obj77,planet,0.015,0.05,-37,-52,-21,10.2,-4.2,0,0.5,0.3,0.4
Obj78,planet,0.015,0.05,-39,-54,-22,10.4,-4.4,0,0.4,0.5,0.4
Obj79,planet,0.015,0.05,-41,-56,-23,10.6,-4.6,0,0.3,0.4,0.5
Obj80,planet,0.015,0.05,-43,-58,-24,10.8,-4.8,0,0.5,0.4,0.3
Obj81,planet,0.01,0.04,60,0,0,0,4.2,0,0.3,0.4,0.5
Obj82,planet,0.01,0.04,62,2,1,-0.2,4.3,0,0.4,0.5,0.3
Obj83,planet,0.01,0.04,64,4,2,-0.4,4.4,0,0.5,0.3,0.4
Obj84,planet,0.01,0.04,66,6,3,-0.6,4.5,0,0.3,0.5,0.4
Obj85,planet,0.01,0.04,68,8,4,-0.8,4.6,0,0.4,0.4,0.5
Obj86,planet,0.01,0.04,70,10,5,-1,4.7,0,0.5,0.4,0.3
Obj87,planet,0.01,0.04,72,12,6,-1.2,4.8,0,0.3,0.4,0.5
Obj88,planet,0.01,0.04,74,14,7,-1.4,4.9,0,0.4,0.5,0.4
Obj89,planet,0.01,0.04,76,16,8,-1.6,5,0,0.5,0.3,0.4
Obj90,planet,0.01,0.04,78,18,9,-1.8,5.1,0,0.3,0.5,0.4
Obj91,planet,0.01,0.04,80,20,10,-2,5.2,0,0.4,0.4,0.5
Obj92,planet,0.01,0.04,82,22,11,-2.2,5.3,0,0.5,0.4,0.3
Obj93,planet,0.01,0.04,84,24,12,-2.4,5.4,0,0.3,0.4,0.5
Obj94,planet,0.01,0.04,86,26,13,-2.6,5.5,0,0.4,0.5,0.4
Obj95,planet,0.01,0.04,88,28,14,-2.8,5.6,0,0.5,0.3,0.4
Obj96,planet,0.01,0.04,90,30,15,-3,5.7,0,0.3,0.5,0.4
Obj97,planet,0.01,0.04,92,32,16,-3.2,5.8,0,0.4,0.4,0.5
Obj98,planet,0.01,0.04,94,34,17,-3.4,5.9,0,0.5,0.4,0.3
Obj99,planet,0.01,0.04,96,36,18,-3.6,6,0,0.3,0.4,0.5
Obj100,planet,0.01,0.04,98,38,19,-3.8,6.1,0,0.4,0.5,0.4
Obj101,planet,0.01,0.04,-60,0,0,0,-4.2,0,0.3,0.4,0.5
Obj102,planet,0.01,0.04,-62,-2,-1,0.2,-4.3,0,0.4,0.5,0.3
Obj103,planet,0.01,0.04,-64,-4,-2,0.4,-4.4,0,0.5,0.3,0.4
Obj104,planet,0.01,0.04,-66,-6,-3,0.6,-4.5,0,0.3,0.5,0.4
Obj105,planet,0.01,0.04,-68,-8,-4,0.8,-4.6,0,0.4,0.4,0.5
Obj106,planet,0.01,0.04,-70,-10,-5,1,-4.7,0,0.5,0.4,0.3
Obj107,planet,0.01,0.04,-72,-12,-6,1.2,-4.8,0,0.3,0.4,0.5
Obj108,planet,0.01,0.04,-74,-14,-7,1.4,-4.9,0,0.4,0.5,0.4
Obj109,planet,0.01,0.04,-76,-16,-8,1.6,-5,0,0.5,0.3,0.4
Obj110,planet,0.01,0.04,-78,-18,-9,1.8,-5.1,0,0.3,0.5,0.4
Obj111,planet,0.01,0.04,-80,-20,-10,2,-5.2,0,0.4,0.4,0.5
Obj112,planet,0.01,0.04,-82,-22,-11,2.2,-5.3,0,0.5,0.4,0.3
Obj113,planet,0.01,0.04,-84,-24,-12,2.4,-5.4,0,0.3,0.4,0.5
Obj114,planet,0.01,0.04,-86,-26,-13,2.6,-5.5,0,0.4,0.5,0.4
Obj115,planet,0.01,0.04,-88,-28,-14,2.8,-5.6,0,0.5,0.3,0.4
Obj116,planet,0.01,0.04,-90,-30,-15,3,-5.7,0,0.3,0.5,0.4
Obj117,planet,0.01,0.04,-92,-32,-16,3.2,-5.8,0,0.4,0.4,0.5
Obj118,planet,0.01,0.04,-94,-34,-17,3.4,-5.9,0,0.5,0.4,0.3
Obj119,planet,0.01,0.04,-96,-36,-18,3.6,-6,0,0.3,0.4,0.5
Obj120,planet,0.01,0.04,-98,-38,-19,3.8,-6.1,0,0.4,0.5,0.4
Obj121,planet,0.008,0.035,10,60,10,-5,0,1,0.5,0.3,0.4
Obj122,planet,0.008,0.035,12,62,11,-5.2,0,1.1,0.4,0.5,0.3
Obj123,planet,0.008,0.035,14,64,12,-5.4,0,1.2,0.3,0.4,0.5
Obj124,planet,0.008,0.035,16,66,13,-5.6,0,1.3,0.5,0.4,0.3
Obj125,planet,0.008,0.035,18,68,14,-5.8,0,1.4,0.4,0.3,0.5
Obj126,planet,0.008,0.035,20,70,15,-6,0,1.5,0.3,0.5,0.4
Obj127,planet,0.008,0.035,22,72,16,-6.2,0,1.6,0.5,0.3,0.4
Obj128,planet,0.008,0.035,24,74,17,-6.4,0,1.7,0.4,0.5,0.3
Obj129,planet,0.008,0.035,26,76,18,-6.6,0,1.8,0.3,0.4,0.5
Obj130,planet,0.008,0.035,28,78,19,-6.8,0,1.9,0.5,0.4,0.3
Obj131,planet,0.008,0.035,30,80,20,-7,0,2,0.4,0.3,0.5
Obj132,planet,0.008,0.035,32,82,21,-7.2,0,2.1,0.3,0.5,0.4
Obj133,planet,0.008,0.035,34,84,22,-7.4,0,2.2,0.5,0.3,0.4
Obj134,planet,0.008,0.035,36,86,23,-7.6,0,2.3,0.4,0.5,0.3
Obj135,planet,0.008,0.035,38,88,24,-7.8,0,2.4,0.3,0.4,0.5
Obj136,planet,0.008,0.035,40,90,25,-8,0,2.5,0.5,0.4,0.3
Obj137,planet,0.008,0.035,42,92,26,-8.2,0,2.6,0.4,0.3,0.5
Obj138,planet,0.008,0.035,44,94,27,-8.4,0,2.7,0.3,0.5,0.4
Obj139,planet,0.008,0.035,46,96,28,-8.6,0,2.8,0.5,0.3,0.4
Obj140,planet,0.008,0.035,48,98,29,-8.8,0,2.9,0.4,0.5,0.3
Obj141,planet,0.008,0.035,-10,-60,-10,5,0,-1,0.5,0.3,0.4
Obj142,planet,0.008,0.035,-12,-62,-11,5.2,0,-1.1,0.4,0.5,0.3
Obj143,planet,0.008,0.035,-14,-64,-12,5.4,0,-1.2,0.3,0.4,0.5
Obj144,planet,0.008,0.035,-16,-66,-13,5.6,0,-1.3,0.5,0.4,0.3
Obj145,planet,0.008,0.035,-18,-68,-14,5.8,0,-1.4,0.4,0.3,0.5
Obj146,planet,0.008,0.035,-20,-70,-15,6,0,-1.5,0.3,0.5,0.4
Obj147,planet,0.008,0.035,-22,-72,-16,6.2,0,-1.6,0.5,0.3,0.4
Obj148,planet,0.008,0.035,-24,-74,-17,6.4,0,-1.7,0.4,0.5,0.3
Obj149,planet,0.008,0.035,-26,-76,-18,6.6,0,-1.8,0.3,0.4,0.5
Obj150,planet,0.008,0.035,-28,-78,-19,6.8,0,-1.9,0.5,0.4,0.3
Obj151,planet,0.008,0.035,-30,-80,-20,7,0,-2,0.4,0.3,0.5
Obj152,planet,0.008,0.035,-32,-82,-21,7.2,0,-2.1,0.3,0.5,0.4
Obj153,planet,0.008,0.035,-34,-84,-22,7.4,0,-2.2,0.5,0.3,0.4
Obj154,planet,0.008,0.035,-36,-86,-23,7.6,0,-2.3,0.4,0.5,0.3
Obj155,planet,0.008,0.035,-38,-88,-24,7.8,0,-2.4,0.3,0.4,0.5
Obj156,planet,0.008,0.035,-40,-90,-25,8,0,-2.5,0.5,0.4,0.3
Obj157,planet,0.008,0.035,-42,-92,-26,8.2,0,-2.6,0.4,0.3,0.5
Obj158,planet,0.008,0.035,-44,-94,-27,8.4,0,-2.7,0.3,0.5,0.4
Obj159,planet,0.008,0.035,-46,-96,-28,8.6,0,-2.8,0.5,0.3,0.4
Obj160,planet,0.008,0.035,-48,-98,-29,8.8,0,-2.9,0.4,0.5,0.3
Obj161,planet,0.005,0.03,100,20,20,-2,3,0,0.4,0.4,0.4
Obj162,planet,0.005,0.03,102,22,21,-2.2,3.1,0,0.5,0.5,0.5
Obj163,planet,0.005,0.03,104,24,22,-2.4,3.2,0,0.3,0.4,0.5
Obj164,planet,0.005,0.03,106,26,23,-2.6,3.3,0,0.5,0.4,0.3
Obj165,planet,0.005,0.03,108,28,24,-2.8,3.4,0,0.4,0.5,0.3
Obj166,planet,0.005,0.03,110,30,25,-3,3.5,0,0.3,0.5,0.4
Obj167,planet,0.005,0.03,112,32,26,-3.2,3.6,0,0.5,0.3,0.4
Obj168,planet,0.005,0.03,114,34,27,-3.4,3.7,0,0.4,0.4,0.5
Obj169,planet,0.005,0.03,116,36,28,-3.6,3.8,0,0.5,0.5,0.3
Obj170,planet,0.005,0.03,118,38,29,-3.8,3.9,0,0.3,0.4,0.5
Obj171,planet,0.005,0.03,120,40,30,-4,4,0,0.5,0.3,0.4
Obj172,planet,0.005,0.03,122,42,31,-4.2,4.1,0,0.4,0.5,0.4
Obj173,planet,0.005,0.03,124,44,32,-4.4,4.2,0,0.3,0.5,0.5
Obj174,planet,0.005,0.03,126,46,33,-4.6,4.3,0,0.5,0.4,0.3
Obj175,planet,0.005,0.03,128,48,34,-4.8,4.4,0,0.4,0.3,0.5
Obj176,planet,0.005,0.03,130,50,35,-5,4.5,0,0.3,0.5,0.4
Obj177,planet,0.005,0.03,132,52,36,-5.2,4.6,0,0.5,0.3,0.4
Obj178,planet,0.005,0.03,134,54,37,-5.4,4.7,0,0.4,0.5,0.3
Obj179,planet,0.005,0.03,136,56,38,-5.6,4.8,0,0.3,0.4,0.5
Obj180,planet,0.005,0.03,138,58,39,-5.8,4.9,0,0.5,0.4,0.3
Obj181,planet,0.005,0.03,-100,-20,-20,2,-3,0,0.4,0.4,0.4
Obj182,planet,0.005,0.03,-102,-22,-21,2.2,-3.1,0,0.5,0.5,0.5
Obj183,planet,0.005,0.03,-104,-24,-22,2.4,-3.2,0,0.3,0.4,0.5
Obj184,planet,0.005,0.03,-106,-26,-23,2.6,-3.3,0,0.5,0.4,0.3
Obj185,planet,0.005,0.03,-108,-28,-24,2.8,-3.4,0,0.4,0.5,0.3
Obj186,planet,0.005,0.03,-110,-30,-25,3,-3.5,0,0.3,0.5,0.4
Obj187,planet,0.005,0.03,-112,-32,-26,3.2,-3.6,0,0.5,0.3,0.4
Obj188,planet,0.005,0.03,-114,-34,-27,3.4,-3.7,0,0.4,0.4,0.5
Obj189,planet,0.005,0.03,-116,-36,-28,3.6,-3.8,0,0.5,0.5,0.3
Obj190,planet,0.005,0.03,-118,-38,-29,3.8,-3.9,0,0.3,0.4,0.5
Obj191,planet,0.005,0.03,-120,-40,-30,4,-4,0,0.5,0.3,0.4
Obj192,planet,0.005,0.03,-122,-42,-31,4.2,-4.1,0,0.4,0.5,0.4
Obj193,planet,0.005,0.03,-124,-44,-32,4.4,-4.2,0,0.3,0.5,0.5
Obj194,planet,0.005,0.03,-126,-46,-33,4.6,-4.3,0,0.5,0.4,0.3
Obj195,planet,0.005,0.03,-128,-48,-34,4.8,-4.4,0,0.4,0.3,0.5
Obj196,planet,0.005,0.03,-130,-50,-35,5,-4.5,0,0.3,0.5,0.4
Obj197,planet,0.005,0.03,-132,-52,-36,5.2,-4.6,0,0.5,0.3,0.4
Obj198,planet,0.005,0.03,-134,-54,-37,5.4,-4.7,0,0.4,0.5,0.3
Obj199,planet,0.005,0.03,-136,-56,-38,5.6,-4.8,0,0.3,0.4,0.5
Obj200,planet,0.005,0.03,-138,-58,-39,5.8,-4.9,0,0.5,0.4,0.3
