name,type,mass,radius,x,y,z,vx,vy,vz,R,G,B
sys5_planet2,planet,4.8540206,3.32553,687.69555,1681.9875,-282.50111,-3.3169172,-1.538796,-0.025860973,0.9318,0.2511,0.0598
sys5_planet3,planet,7.6436973,1.45771,778.09399,1677.2702,-284.45453,-2.508625,2.323083,-0.066225899,0.9495,0.3980,0.0529
sys5_planet4,planet,3.8004915,1.50049,699.77062,1723.3586,-284.66373,-2.9232281,-0.52180163,-0.012083927,0.0147,0.7753,0.9522
sys5_planet5,planet,6.1419481,3.16712,599.25572,1617.1989,-285.37479,-0.080846336,-2.8627656,-0.0063282983,0.0879,0.2832,0.9111
sys5_planet6,planet,4.4678962,1.06184,850.39055,1573.9367,-285.99624,0.77777998,2.5567163,0.033270017,0.7208,0.7805,0.8857
sys5_planet7,planet,5.9075225,1.59929,716.04782,1774.031,-285.77693,-2.5238443,-0.051631803,-0.017065194,0.6963,0.8136,0.9036
sys5_planet8,planet,7.1793645,1.07107,744.16752,1438.0963,-285.65151,2.3815968,0.33670726,0.049555953,0.9123,0.8237,0.2139
sys5_planet9,planet,7.0091436,1.71617,541.41369,1671.7891,-285.42369,-0.72082702,-2.2118222,0.026927296,0.1185,0.8477,0.1842
sys5_planet10,planet,4.189526,2.12464,828.52498,1788.9134,-278.18123,-1.8896099,1.1784007,-0.012725821,1.0000,0.3919,0.0526
sys5_planet11,planet,1.3922573,2.29692,878.2302,1774.0438,-277.59323,-1.4938931,1.4814824,0.034659958,0.8597,0.2469,0.0829
sys5_planet12,planet,3.7736116,1.88122,898.12989,1779.5171,-277.61491,-1.3693294,1.4775412,0.0098864719,0.9118,0.1474,0.0634
sys6_star,star,1000,12.4497,-1363.8064,272.92394,-2180.9137,0,0,0,0.9655,0.7290,0.2596
sys6_planet0,planet,1.303381,2.50716,-1370.6549,307.75816,-2181.7266,-5.2011565,-1.0225664,0.0018346798,0.3578,0.9716,0.1650
sys6_planet1,planet,3.8349934,3.36516,-1372.2467,216.95087,-2181.029,4.1760535,-0.62971648,-0.059836994,0.9080,0.2757,0.0631
sys6_planet2,planet,5.3139662,1.6167,-1287.0213,292.76953,-2181.1229,-0.89902269,3.47843,-0.010872314,0.4018,1.0000,0.2460
sys6_planet3,planet,7.265982,1.93211,-1442.3836,327.67802,-2180.6037,-1.8595552,-2.6686335,0.0039414607,0.0245,0.8855,0.9222
sys6_planet4,planet,5.3369867,0.853369,-1282.7367,354.81998,-2183.3741,-2.1040658,2.0828353,-0.011097647,0.6568,0.1005,0.1025
sys6_planet5,planet,2.273705,1.17437,-1278.0823,170.13299,-2182.6882,2.1097494,1.7594585,0.0014332701,0.1119,0.8111,0.2643
sys6_planet6,planet,2.1153448,2.48879,-1504.9363,234.71609,-2179.3724,0.69270163,-2.5586614,-0.057792362,0.1366,0.8416,0.2571
sys6_planet7,planet,4.9207968,1.99865,-1431.4982,115.33684,-2185.1882,2.2119755,-0.9501577,-3.3526866e-05,0.0737,0.8666,0.9341
sys6_planet8,planet,7.3101075,3.29446,-1548.2632,284.73348,-2179.6344,-0.14787404,-2.3096892,-0.01988562,0.6166,0.3653,0.0765
sys6_planet9,planet,1.9977876,2.54101,-1344.9385,68.767453,-2178.0962,2.1978368,0.20312121,-0.030400152,0.7041,0.0656,0.1146
sys6_planet10,planet,0.15930556,1.70755,-1321.6452,485.62695,-2177.3279,-2.1292826,0.42205813,-0.013987335,0.1159,0.8506,0.2473
sys6_planet11,planet,1.6214675,1.2157,-1326.5001,30.848017,-2185.8369,1.9904171,0.306743,-0.032077514,0.1783,0.2295,1.0000
sys7_star,star,1000,8.41784,1638.1559,658.322,1290.4387,0,0,0,0.9970,0.8487,0.4512
sys7_planet0,planet,2.6147785,2.04526,1596.7438,654.02393,1289.5573,0.50939081,-4.9080051,0.048044146,0.5715,0.6209,0.7182
sys7_planet1,planet,3.3916614,1.66817,1604.2255,703.02109,1291.2829,-3.3958301,-2.577722,-0.033876705,0.0905,0.7097,0.6416
sys7_planet2,planet,4.3173361,0.9823,1689.6768,723.81016,1292.0908,-2.6896949,2.1160392,-0.012363728,0.7658,0.2001,0.8738
sys7_planet3,planet,1.4272067,1.19653,1653.0671,562.71425,1288.0857,3.1908364,0.49765189,0.057203886,0.0687,0.4408,0.9760
sys7_planet4,planet,6.0433984,2.16128,1737.7079,723.94497,1289.78,-1.6052318,2.4351842,0.0017997128,0.5501,0.6602,0.6188
sys7_planet5,planet,0.77926057,1.27599,1665.1899,796.21889,1288.2944,-2.6375641,0.51708143,0.018548433,0.0861,0.9064,0.9337
sys7_planet6,planet,7.0131652,3.43411,1742.2931,779.80405,1291.7248,-1.8951014,1.6245248,0.0027610086,0.0000,0.8504,0.8585
sys7_planet7,planet,4.4521793,3.03708,1536.9517,507.22148,1288.431,1.9620127,-1.3141178,-0.023263917,0.9356,0.8373,0.1598
sys7_planet8,planet,6.6302307,2.3153,1437.387,675.78409,1287.9093,-0.19254654,-2.2137874,-0.0018855019,0.7552,0.2128,0.9146
sys7_planet9,planet,0.10843297,1.37315,1549.154,864.88402,1291.1935,-1.9467163,-0.83878576,0.013414895,0.9628,0.1015,0.0751
sys7_planet10,planet,1.7999084,2.38158,1397.5139,704.29595,1290.132,-0.38407496,-2.0103677,0.015352946,0.5070,0.5676,0.7520
sys8_star,star,1000,8.59494,-727.37016,2353.4901,1965.6056,0,0,0,0.9903,0.8484,0.4480
sys8_planet0,planet,4.9945971,1.12932,-687.95612,2334.8423,1964.6931,2.0239967,4.2779294,-0.085688841,0.0484,0.9452,0.9144
sys8_planet1,planet,7.5942994,2.35752,-664.17996,2352.1707,1964.0994,0.082792408,3.9650151,0.028899928,0.5698,0.5808,0.6607
sys8_planet2,planet,3.2404477,2.37883,-815.97451,2354.2475,1965.5762,-0.029121575,-3.4067544,0.002947139,1.0000,0.4216,0.1043
sys8_planet3,planet,3.5090001,2.5095,-653.66585,2271.0912,1966.1227,2.2321429,1.9966116,-0.015901767,0.0356,0.6867,0.9440
sys8_planet4,planet,5.3041519,2.29688,-793.5651,2475.2312,1965.2504,-2.3648319,-1.2858425,-0.0214513,0.9771,0.8487,0.2609
sys8_planet5,planet,4.545112,2.83996,-645.51212,2494.0378,1967.505,-2.1355169,1.2437715,0.019666185,0.3460,0.9207,0.2232
sys8_planet6,planet,3.2006294,3.29453,-883.79533,2243.7075,1967.2958,1.2964545,-1.8472691,0.032708978,0.6508,0.3290,0.1767
sys8_planet7,planet,4.0216981,2.05755,-923.19664,2272.1338,1960.3573,0.83923229,-2.0200517,-0.04748104,0.9521,0.0888,0.0336
sys8_planet8,planet,1.3686477,2.89225,-550.88891,2185.1642,1963.9848,1.4003092,1.4681539,0.003443137,0.0590,0.7796,0.8949
sys9_star,star,1000,13.1339,1391.9175,-1526.8065,-166.39498,0,0,0,0.9769,0.8207,0.4511
sys9_planet0,planet,4.2116138,2.05192,1384.1951,-1491.6332,-166.76483,-5.204862,-1.1427413,-0.010814434,0.9917,0.8234,0.1804
sys9_planet1,planet,4.2257821,1.37868,1348.1083,-1483.9416,-166.01404,-2.785914,-2.8472907,0.038539152,1.0000,0.5843,0.0624
sys9_planet2,planet,0.73780871,2.55951,1463.9635,-1551.5645,-166.77392,1.1883675,3.4581555,0.067995134,0.1449,0.7425,0.9221
sys9_planet3,planet,7.6737895,0.909078,1305.5154,-1486.8602,-168.70447,-1.3615822,-2.9450447,-0.03349678,0.1321,0.7462,0.6411
sys9_planet4,planet,6.6941905,1.22055,1500.0531,-1572.8975,-164.3196,1.1305174,2.6523435,0.020813008,0.7368,0.1823,0.8856
sys9_planet5,planet,2.5541681,1.31128,1286.5071,-1447.3855,-166.77494,-1.6346966,-2.1696298,-0.047083118,0.8606,0.2965,0.0936
sys9_planet6,planet,7.5527206,1.14273,1353.0836,-1669.9738,-163.83373,2.5416169,-0.68940838,0.010661688,0.1128,0.8195,0.2562
sys9_planet7,planet,3.7055905,1.84312,1525.528,-1625.2703,-162.30153,1.4651525,1.9881393,-0.070807375,0.1033,0.8437,0.2120
sys9_planet8,planet,0.37789026,1.22531,1426.3655,-1708.1951,-166.9163,2.3159516,0.43982881,0.034827283,0.8845,0.9152,0.2211
sys9_planet9,planet,0.48802939,1.21472,1193.0755,-1546.5555,-161.83779,0.22426456,-2.2579886,0.026832786,0.6297,0.3743,0.1290
sys9_planet10,planet,4.9805324,3.13317,1173.2698,-1578.8909,-164.91242,0.4844074,-2.0335186,-0.0087556907,0.1441,0.4979,0.9702
sys9_planet11,planet,6.1891084,2.25929,1428.5864,-1286.2075,-167.18706,-2.0306838,0.30948975,0.00057561288,1.0000,0.6563,0.0681
sys10_star,star,1000,10.6086,-2280.9812,-1728.5525,915.24477,0,0,0,1.0000,0.9331,0.6649
sys10_planet0,planet,7.1843674,2.08402,-2304.913,-1756.612,914.37871,4.0191721,-3.4279404,0.080105537,0.6386,0.3678,0.1163
sys10_planet1,planet,5.085417,1.73872,-2270.5274,-1780.2459,915.04642,4.2856893,0.86667953,0.10054824,1.0000,0.6246,0.0701
sys10_planet2,planet,3.7317048,1.38184,-2346.3178,-1695.3041,916.44199,-1.6753386,-3.2922175,-0.047519056,0.4881,0.1038,0.9894
sys10_planet3,planet,0.97472164,3.38133,-2344.0235,-1793.0575,916.41201,2.4095056,-2.3548715,-0.0054849341,0.8097,0.8157,0.9197
sys10_planet4,planet,2.9256928,2.09169,-2201.8798,-1800.234,916.70032,2.06808,2.2821512,-0.024930561,0.0615,0.9063,0.8784
sys10_planet5,planet,3.9008725,2.91197,-2195.4688,-1640.5586,915.56753,-2.0599135,2.0018196,-0.010157134,0.9749,0.0386,0.0602
sys10_planet6,planet,3.1972742,1.4505,-2272.5644,-1583.849,914.18854,-2.5967069,0.15103909,-0.0055073991,0.7485,0.2699,0.9046
sys10_planet7,planet,1.9643784,2.86052,-2174.4694,-1613.8498,914.74337,-1.8412159,1.709735,-0.05018879,0.1459,0.4390,0.9323
sys10_planet8,planet,6.3524668,2.04451,-2107.8731,-1729.8255,916.2736,0.017880544,2.4314905,-0.004580666,0.6919,0.3440,0.0453
sys10_planet9,planet,6.709243,1.09337,-2470.0781,-1721.7946,914.32702,-0.082273505,-2.3021268,0.022609333,0.7762,0.1409,0.8674
sys10_planet10,planet,2.2178723,2.43701,-2139.798,-1873.4896,919.37086,1.5836072,1.5425917,0.0052384834,0.0917,0.6877,0.6219
sys10_planet11,planet,7.5994188,1.88777,-2345.305,-1513.7124,911.37052,-2.0044243,-0.60013101,-0.015155687,0.0780,0.4245,1.0000
sys10_planet12,planet,5.4538981,2.99908,-2190.8836,-1948.0612,912.32274,1.9227041,0.789176,0.0029081341,0.7171,0.7778,0.8593
sys11_star,star,1000,9.58759,1223.8108,2337.5487,-870.87321,0,0,0,0.9683,0.9705,0.8156
sys11_planet0,planet,1.5918077,1.32784,1260.0163,2360.2209,-871.10752,-2.5868837,4.1310305,-0.11426691,0.9015,0.0307,0.0739
sys11_planet1,planet,7.394441,1.46386,1202.3094,2282.839,-869.38917,3.8285523,-1.5046573,0.013198511,0.9626,0.6481,0.1396
sys11_planet2,planet,2.3864947,2.94936,1142.1145,2354.076,-872.17918,-0.68032327,-3.3629106,0.046597622,0.0866,0.7601,0.6412
sys11_planet3,planet,1.8750468,3.08601,1220.9255,2434.6365,-872.72751,-3.2499297,-0.096580902,0.017301465,0.6613,0.3234,0.1402
sys11_planet4,planet,6.8228772,3.09063,1150.0629,2249.2529,-869.17009,2.2431941,-1.8735985,0.0056239301,0.1131,0.4877,0.9573
sys11_planet5,planet,7.5142405,2.76661,1120.5829,2241.9255,-868.95881,1.7914215,-1.933889,0.0074620216,0.1341,0.7503,0.6429
sys11_planet6,planet,1.0309668,1.44351,1218.3926,2172.6969,-868.10731,2.4793522,-0.081489009,-0.011432545,0.3458,0.9909,0.1937
sys11_planet7,planet,5.4559776,2.21234,1264.1015,2166.8528,-867.08386,2.3063031,0.54437512,0.012708516,0.8451,0.2636,0.0000
sys11_planet8,planet,5.1419661,2.07962,1189.1177,2143.5463,-866.56678,2.2496047,-0.40229244,-0.025141312,0.0756,0.4578,1.0000
sys11_planet9,planet,7.0798857,1.61356,1177.0597,2552.7174,-867.55723,-2.0751787,-0.45088676,-0.033936196,0.4420,0.1935,0.1546
sys11_planet10,planet,5.7241507,2.32151,1091.5983,2133.5458,-866.68123,1.6777219,-1.0873171,-0.030002166,0.6776,0.0724,0.1012
sys12_star,star,1000,8.18536,-647.70147,-152.22094,-1552.6432,0,0,0,0.9972,0.8575,0.4393
sys12_planet0,planet,4.2997421,2.08556,-611.39462,-161.90486,-1552.2301,1.3348902,5.0047585,-0.12044782,0.7341,0.2091,0.9359
sys12_planet1,planet,1.2141157,3.42533,-597.4497,-194.83584,-1551.5685,2.5083285,2.9578377,0.024858969,0.0296,0.8815,0.9212
sys12_planet2,planet,7.9196022,0.999956,-627.02764,-67.810676,-1554.5065,-3.2572363,0.797765,-0.022223746,0.6534,0.3171,0.1015
sys12_planet3,planet,4.2247882,2.72442,-630.8116,-261.44651,-1551.8857,3.0067135,0.46493691,-0.00093806334,1.0000,0.6021,0.0934
sys12_planet4,planet,6.7523542,1.69154,-611.34154,-272.91099,-1554.2219,2.6688804,0.8040457,0.041180377,1.0000,0.6229,0.0798
sys12_planet5,planet,7.2873933,1.59655,-633.42809,-302.97077,-1554.1677,2.5366276,0.24017436,-0.019734303,0.4885,0.2720,0.1798
sys12_planet6,planet,5.4305278,2.64299,-783.17203,-264.77363,-1551.504,1.5060515,-1.8127123,-0.027719718,0.9130,0.0432,0.0750
sys12_planet7,planet,1.9727904,3.04032,-482.63359,-52.188742,-1555.4474,-1.1775833,1.943186,0.063837673,1.0000,0.3547,0.1097
sys12_planet8,planet,4.855776,2.79129,-804.75121,-299.18025,-1547.8299,1.4729042,-1.5740359,0.0045413426,0.9283,0.2533,0.0000
sys12_planet9,planet,3.6595541,1.28839,-440.34281,-263.37496,-1552.7232,0.9730997,1.8153249,0.022845472,0.9420,0.6497,0.1096
sys13_star,star,1000,12.6155,-1850.3925,-121.47537,-1365.4533,0,0,0,0.9630,0.9135,0.6435
sys13_planet0,planet,7.9488279,3.47375,-1860.595,-78.252415,-1366.0333,-4.5854456,-1.0823707,-0.021772923,0.0669,0.8909,0.8262
sys13_planet1,planet,2.4952964,1.98748,-1802.8882,-142.76879,-1366.2599,1.7942489,4.0028523,-0.03858629,0.0693,0.7421,0.6762
sys13_planet2,planet,4.0934723,2.51901,-1859.0304,-49.959511,-1366.1288,-3.7042218,-0.44740605,0.021590696,0.4409,0.3017,0.0885
sys13_planet3,planet,3.6256305,1.41524,-1891.3746,-47.67452,-1367.0993,-2.9809017,-1.6553155,-0.051055472,0.0109,0.7365,0.9731
sys13_planet4,planet,0.53398641,2.37066,-1804.8095,-29.162116,-1364.6131,-2.7756054,1.3705537,0.020805605,0.9941,0.1865,0.6138
sys13_planet5,planet,6.4417428,3.21124,-1941.3821,-193.49953,-1365.7893,1.8188196,-2.2977533,0.041393562,0.0427,0.7737,0.9370
sys13_planet6,planet,4.8354718,3.3735,-1771.125,-12.315925,-1367.5513,-2.2136193,1.6074476,-0.016857121,0.0160,0.2755,1.0000
sys13_planet7,planet,5.7201338,0.849782,-1942.5839,-9.5580957,-1367.5444,-1.9993689,-1.6469729,0.036837758,0.3593,0.9128,0.2070
sys13_planet8,planet,4.8669071,1.46303,-1788.3589,-276.67167,-1363.6012,2.244268,0.89705699,-0.018928746,0.9907,0.6296,0.0457
sys13_planet9,planet,1.6906517,3.30985,-2003.3896,-29.599626,-1368.4723,-1.2305027,-2.0491085,-0.013255305,0.9217,0.2094,0.0511
sys13_planet10,planet,4.4475557,1.01102,-1834.3438,-317.22567,-1360.6256,2.2762671,0.18662114,-0.017824354,0.0000,0.2917,0.8433
sys13_planet11,planet,0.69263673,2.77041,-2035.0114,-15.791464,-1364.6531,-1.0659445,-1.8620954,-0.031458615,0.0895,0.8981,0.8583
sys13_planet12,planet,1.8346788,2.05259,-1625.0034,-165.26579,-1362.6517,0.39646112,2.0405835,0.015225274,0.7198,0.8453,0.8527
sys13_planet13,planet,4.9874188,3.30201,-1699.675,-304.68781,-1366.9661,1.6022604,1.3180801,-0.014051723,0.0070,0.6737,0.9367
sys14_star,star,1000,8.53041,849.06997,-314.24041,1663.391,0,0,0,0.9850,0.9018,0.6326
sys14_planet0,planet,5.5315181,0.927906,880.99441,-342.35245,1663.3671,3.1698374,3.5997124,-0.011325829,1.0000,0.3969,0.0349
sys14_planet1,planet,4.9536502,1.80904,797.48683,-283.45083,1663.4598,-2.0773,-3.4801937,0.0042431017,0.2837,0.9576,0.2551
sys14_planet2,planet,4.2904853,2.40249,769.34173,-291.91542,1662.9318,-0.94582298,-3.3777763,0.0010890424,0.5399,0.1069,0.9231
sys14_planet3,planet,0.27592368,2.42371,752.14428,-261.96583,1661.0889,-1.4425765,-2.6747748,0.016572307,0.1137,0.7606,0.6468
sys14_planet4,planet,4.4212035,1.19621,965.58295,-369.81787,1666.6367,1.1818375,2.4776123,-0.01827868,0.9508,0.1893,0.5967
sys14_planet5,planet,7.8265614,2.08217,701.36096,-268.80724,1666.1612,-0.74390563,-2.4185319,-0.031997391,0.0856,0.2490,0.9269
sys14_planet6,planet,2.1448015,2.16227,695.7749,-234.49391,1667.2772,-1.1102937,-2.1342951,-0.019005646,0.0033,0.6985,0.9698
sys14_planet7,planet,1.573218,1.61378,972.17533,-471.97183,1662.2375,1.7639876,1.3767474,0.029274004,0.0540,0.9258,0.8838
sys14_planet8,planet,2.8559992,2.73523,940.78665,-115.05637,1665.3977,-1.925956,0.88682958,0.01956295,0.0533,0.2017,0.9152
sys14_planet9,planet,0.40793708,2.13542,636.63532,-417.40332,1659.8545,0.90970083,-1.8732698,-0.023385281,1.0000,0.0928,0.1004
sys15_star,star,1000,13.6214,1001.3255,-938.16679,1661.299,0,0,0,0.9638,0.9579,0.7981
sys15_planet0,planet,3.0911053,1.83995,995.57693,-900.18396,1660.3608,-5.0112409,-0.75843546,-0.065185049,0.3745,0.2180,0.1343
sys15_planet1,planet,7.4353568,2.16139,1055.45,-929.52286,1660.4447,-0.67881024,4.2504078,0.044007178,0.9780,0.1664,0.6068
sys15_planet2,planet,6.47055,1.63284,1044.066,-1001.6803,1662.8825,2.9925866,2.0138207,0.0034120313,0.8718,0.1867,0.1040
sys15_planet3,planet,6.1844769,2.9579,1013.2705,-1032.2898,1659.2809,3.2357773,0.41064769,0.02517646,0.7133,0.7721,0.9074
sys15_planet4,planet,3.2026066,1.94778,907.35808,-881.93715,1658.6796,-1.5492835,-2.5890647,0.0059915272,0.7022,0.0538,0.1275
sys15_planet5,planet,2.1332413,2.15723,883.31333,-878.94066,1660.1088,-1.2344881,-2.4598034,-0.022268749,0.1572,0.2317,0.9648
